Product code,Station number,Year,Month,Day,Maximum temperature (Degree F),Days of accumulation of maximum temperature,Quality
IDCJAC0010,66062,1859,9,1,80.32877597085061,1.0,Y
IDCJAC0010,66062,1859,9,2,69.99851796472112,1.0,Y
IDCJAC0010,66062,1859,9,3,74.32749382079525,1.0,Y
IDCJAC0010,66062,1859,9,4,73.62527344419522,1.0,Y
IDCJAC0010,66062,1859,9,5,72.73335383713145,1.0,Y
IDCJAC0010,66062,1859,9,6,84.82727120140548,1.0,Y
IDCJAC0010,66062,1859,9,7,78.02490855480478,1.0,Y
IDCJAC0010,66062,1859,9,8,69.69558022832477,1.0,Y
IDCJAC0010,66062,1859,9,9,80.58930973527389,1.0,Y
IDCJAC0010,66062,1859,9,10,86.61078098506317,1.0,Y
IDCJAC0010,66062,1859,9,11,81.16232630275573,1.0,Y
IDCJAC0010,66062,1859,9,12,68.40315017022994,1.0,Y
IDCJAC0010,66062,1859,9,13,73.57882963566874,1.0,Y
IDCJAC0010,66062,1859,9,14,82.33455574593312,1.0,Y
IDCJAC0010,66062,1859,9,15,72.4616526719061,1.0,Y
IDCJAC0010,66062,1859,9,16,78.21909714073114,1.0,Y
IDCJAC0010,66062,1859,9,17,79.87317026714669,1.0,Y
IDCJAC0010,66062,1859,9,18,71.36534764210958,1.0,Y
IDCJAC0010,66062,1859,9,19,75.702373219691,1.0,Y
IDCJAC0010,66062,1859,9,20,59.79366329965464,1.0,Y
IDCJAC0010,66062,1859,9,21,70.87806179332856,1.0,Y
IDCJAC0010,66062,1859,9,22,74.7371592430342,1.0,Y
IDCJAC0010,66062,1859,9,23,69.76108409017576,1.0,Y
IDCJAC0010,66062,1859,9,24,84.16205651965818,1.0,Y
IDCJAC0010,66062,1859,9,25,68.84929311019684,1.0,Y
IDCJAC0010,66062,1859,9,26,73.79977756651508,1.0,Y
IDCJAC0010,66062,1859,9,27,76.65370288643045,1.0,Y
IDCJAC0010,66062,1859,9,28,83.20636644533057,1.0,Y
IDCJAC0010,66062,1859,9,29,68.82068924410281,1.0,Y
IDCJAC0010,66062,1859,9,30,81.8158187607748,1.0,Y
IDCJAC0010,66062,1859,10,1,76.05116530509794,1.0,Y
IDCJAC0010,66062,1859,10,2,71.09245674476024,1.0,Y
IDCJAC0010,66062,1859,10,3,78.31051737131635,1.0,Y
IDCJAC0010,66062,1859,10,4,76.99529847786735,1.0,Y
IDCJAC0010,66062,1859,10,5,72.99891561420603,1.0,Y
IDCJAC0010,66062,1859,10,6,76.3490104249501,1.0,Y
IDCJAC0010,66062,1859,10,7,74.0734320156912,1.0,Y
IDCJAC0010,66062,1859,10,8,76.56758672625624,1.0,Y
IDCJAC0010,66062,1859,10,9,79.31065337260523,1.0,Y
IDCJAC0010,66062,1859,10,10,83.93008408072676,1.0,Y
IDCJAC0010,66062,1859,10,11,69.81092250586576,1.0,Y
IDCJAC0010,66062,1859,10,12,86.66516687328134,1.0,Y
IDCJAC0010,66062,1859,10,13,66.23956100238749,1.0,Y
IDCJAC0010,66062,1859,10,14,75.24107452482208,1.0,Y
IDCJAC0010,66062,1859,10,15,78.94158603242288,1.0,Y
IDCJAC0010,66062,1859,10,16,77.40495933867517,1.0,Y
IDCJAC0010,66062,1859,10,17,72.88650240089703,1.0,Y
IDCJAC0010,66062,1859,10,18,74.95938874821363,1.0,Y
IDCJAC0010,66062,1859,10,19,73.53499532670584,1.0,Y
IDCJAC0010,66062,1859,10,20,73.05317621527894,1.0,Y
IDCJAC0010,66062,1859,10,21,80.24801048510513,1.0,Y
IDCJAC0010,66062,1859,10,22,77.78507742982524,1.0,Y
IDCJAC0010,66062,1859,10,23,72.53545202369673,1.0,Y
IDCJAC0010,66062,1859,10,24,80.49799937716625,1.0,Y
IDCJAC0010,66062,1859,10,25,77.53649760438304,1.0,Y
IDCJAC0010,66062,1859,10,26,80.0643105941948,1.0,Y
IDCJAC0010,66062,1859,10,27,79.14814420961807,1.0,Y
IDCJAC0010,66062,1859,10,28,71.85502494538964,1.0,Y
IDCJAC0010,66062,1859,10,29,73.19909479901516,1.0,Y
IDCJAC0010,66062,1859,10,30,79.7364680256163,1.0,Y
IDCJAC0010,66062,1859,10,31,79.05185132716733,1.0,Y
IDCJAC0010,66062,1859,11,1,75.89549203017926,1.0,Y
IDCJAC0010,66062,1859,11,2,76.58663691654391,1.0,Y
IDCJAC0010,66062,1859,11,3,82.38832447894212,1.0,Y
IDCJAC0010,66062,1859,11,4,73.04214305582084,1.0,Y
IDCJAC0010,66062,1859,11,5,78.7354869058502,1.0,Y
IDCJAC0010,66062,1859,11,6,74.98903673783053,1.0,Y
IDCJAC0010,66062,1859,11,7,74.9115939838639,1.0,Y
IDCJAC0010,66062,1859,11,8,81.49388425993595,1.0,Y
IDCJAC0010,66062,1859,11,9,80.12708174494016,1.0,Y
IDCJAC0010,66062,1859,11,10,80.06754818000319,1.0,Y
IDCJAC0010,66062,1859,11,11,82.52739403577165,1.0,Y
IDCJAC0010,66062,1859,11,12,76.1050192081638,1.0,Y
IDCJAC0010,66062,1859,11,13,79.40976485647482,1.0,Y
IDCJAC0010,66062,1859,11,14,74.44866621703272,1.0,Y
IDCJAC0010,66062,1859,11,15,77.62083176244221,1.0,Y
IDCJAC0010,66062,1859,11,16,75.34928472816158,1.0,Y
IDCJAC0010,66062,1859,11,17,76.48497982496359,1.0,Y
IDCJAC0010,66062,1859,11,18,78.97578512718457,1.0,Y
IDCJAC0010,66062,1859,11,19,71.90889658383264,1.0,Y
IDCJAC0010,66062,1859,11,20,86.4619363784273,1.0,Y
IDCJAC0010,66062,1859,11,21,70.96991309250149,1.0,Y
IDCJAC0010,66062,1859,11,22,69.92905693606134,1.0,Y
IDCJAC0010,66062,1859,11,23,81.79055436750033,1.0,Y
IDCJAC0010,66062,1859,11,24,79.95831346981468,1.0,Y
IDCJAC0010,66062,1859,11,25,79.12059908526078,1.0,Y
IDCJAC0010,66062,1859,11,26,79.1417275463214,1.0,Y
IDCJAC0010,66062,1859,11,27,75.93876613576543,1.0,Y
IDCJAC0010,66062,1859,11,28,71.51372814257084,1.0,Y
IDCJAC0010,66062,1859,11,29,76.37902279096863,1.0,Y
IDCJAC0010,66062,1859,11,30,72.61419144243945,1.0,Y
IDCJAC0010,66062,1859,12,1,80.87559866708875,1.0,Y
IDCJAC0010,66062,1859,12,2,75.2647130924893,1.0,Y
IDCJAC0010,66062,1859,12,3,71.87251401603744,1.0,Y
IDCJAC0010,66062,1859,12,4,74.39307079173503,1.0,Y
IDCJAC0010,66062,1859,12,5,78.06465727137812,1.0,Y
IDCJAC0010,66062,1859,12,6,73.18137723598012,1.0,Y
IDCJAC0010,66062,1859,12,7,71.88889802216784,1.0,Y
IDCJAC0010,66062,1859,12,8,77.21843605745956,1.0,Y
IDCJAC0010,66062,1859,12,9,77.22483285554361,1.0,Y
IDCJAC0010,66062,1859,12,10,73.46528412314436,1.0,Y
IDCJAC0010,66062,1859,12,11,73.64480847190839,1.0,Y
IDCJAC0010,66062,1859,12,12,77.16024968678818,1.0,Y
IDCJAC0010,66062,1859,12,13,68.75957829251338,1.0,Y
IDCJAC0010,66062,1859,12,14,68.96268112811723,1.0,Y
IDCJAC0010,66062,1859,12,15,72.40777889373781,1.0,Y
IDCJAC0010,66062,1859,12,16,74.93276424144076,1.0,Y
IDCJAC0010,66062,1859,12,17,77.55453782799002,1.0,Y
IDCJAC0010,66062,1859,12,18,83.37678108474776,1.0,Y
IDCJAC0010,66062,1859,12,19,80.2882981160101,1.0,Y
IDCJAC0010,66062,1859,12,20,75.20030735018287,1.0,Y
IDCJAC0010,66062,1859,12,21,75.90491896048655,1.0,Y
IDCJAC0010,66062,1859,12,22,70.98735317681096,1.0,Y
IDCJAC0010,66062,1859,12,23,75.90743432003805,1.0,Y
IDCJAC0010,66062,1859,12,24,74.55670680539932,1.0,Y
IDCJAC0010,66062,1859,12,25,77.61359280169044,1.0,Y
IDCJAC0010,66062,1859,12,26,71.86384528223839,1.0,Y
IDCJAC0010,66062,1859,12,27,78.59673257120586,1.0,Y
IDCJAC0010,66062,1859,12,28,83.66369456501289,1.0,Y
IDCJAC0010,66062,1859,12,29,75.45619925771571,1.0,Y
IDCJAC0010,66062,1859,12,30,78.0085586104947,1.0,Y
IDCJAC0010,66062,1859,12,31,79.45071995855557,1.0,Y
IDCJAC0010,66062,1860,1,1,73.99389764057082,1.0,Y
IDCJAC0010,66062,1860,1,2,77.12046240905208,1.0,Y
IDCJAC0010,66062,1860,1,3,76.06296200390898,1.0,Y
IDCJAC0010,66062,1860,1,4,76.48838049274416,1.0,Y
IDCJAC0010,66062,1860,1,5,72.13495108072267,1.0,Y
IDCJAC0010,66062,1860,1,6,76.12255087129472,1.0,Y
IDCJAC0010,66062,1860,1,7,78.48999145622724,1.0,Y
IDCJAC0010,66062,1860,1,8,83.2557180389752,1.0,Y
IDCJAC0010,66062,1860,1,9,80.79635413042604,1.0,Y
IDCJAC0010,66062,1860,1,10,86.76591228755778,1.0,Y
IDCJAC0010,66062,1860,1,11,72.16326218555976,1.0,Y
IDCJAC0010,66062,1860,1,12,80.36160318360339,1.0,Y
IDCJAC0010,66062,1860,1,13,76.91671002869175,1.0,Y
IDCJAC0010,66062,1860,1,14,86.94901466608836,1.0,Y
IDCJAC0010,66062,1860,1,15,71.95850857322424,1.0,Y
IDCJAC0010,66062,1860,1,16,71.80139078909612,1.0,Y
IDCJAC0010,66062,1860,1,17,73.0030367727799,1.0,Y
IDCJAC0010,66062,1860,1,18,65.38052137845096,1.0,Y
IDCJAC0010,66062,1860,1,19,73.3712248915962,1.0,Y
IDCJAC0010,66062,1860,1,20,72.20433669223151,1.0,Y
IDCJAC0010,66062,1860,1,21,76.75196893238103,1.0,Y
IDCJAC0010,66062,1860,1,22,77.70877987888579,1.0,Y
IDCJAC0010,66062,1860,1,23,85.38085419607943,1.0,Y
IDCJAC0010,66062,1860,1,24,80.75211919093024,1.0,Y
IDCJAC0010,66062,1860,1,25,73.11548172168798,1.0,Y
IDCJAC0010,66062,1860,1,26,71.50792664325822,1.0,Y
IDCJAC0010,66062,1860,1,27,78.45959585753253,1.0,Y
IDCJAC0010,66062,1860,1,28,69.3988339648968,1.0,Y
IDCJAC0010,66062,1860,1,29,85.15729382927177,1.0,Y
IDCJAC0010,66062,1860,1,30,81.89720060360644,1.0,Y
IDCJAC0010,66062,1860,1,31,73.65412173947648,1.0,Y
IDCJAC0010,66062,1860,2,1,67.43432735454562,1.0,Y
IDCJAC0010,66062,1860,2,2,82.76936187082707,1.0,Y
IDCJAC0010,66062,1860,2,3,75.42730077373692,1.0,Y
IDCJAC0010,66062,1860,2,4,82.1890815598673,1.0,Y
IDCJAC0010,66062,1860,2,5,68.02786170602816,1.0,Y
IDCJAC0010,66062,1860,2,6,73.00312488523113,1.0,Y
IDCJAC0010,66062,1860,2,7,76.02621849859092,1.0,Y
IDCJAC0010,66062,1860,2,8,76.2349029688237,1.0,Y
IDCJAC0010,66062,1860,2,9,73.74967264260378,1.0,Y
IDCJAC0010,66062,1860,2,10,79.11424966173749,1.0,Y
IDCJAC0010,66062,1860,2,11,70.66189785308703,1.0,Y
IDCJAC0010,66062,1860,2,12,75.28810257489353,1.0,Y
IDCJAC0010,66062,1860,2,13,76.60147815855949,1.0,Y
