Product code,Station number,Year,Month,Day,Minimum temperature (Degree F),Days of accumulation of minimum temperature,Quality
IDCJAC0011,66062,1859,4,7,64.03066223780183,1.0,Y
IDCJAC0011,66062,1859,4,8,57.30196218056362,1.0,Y
IDCJAC0011,66062,1859,4,9,61.41916290897431,1.0,Y
IDCJAC0011,66062,1859,4,10,60.75867745662531,1.0,Y
IDCJAC0011,66062,1859,4,11,70.959437912421,1.0,Y
IDCJAC0011,66062,1859,4,12,59.19788851831655,1.0,Y
IDCJAC0011,66062,1859,4,13,65.84231656126,1.0,Y
IDCJAC0011,66062,1859,4,14,63.53652552831957,1.0,Y
IDCJAC0011,66062,1859,4,15,59.41378556293834,1.0,Y
IDCJAC0011,66062,1859,4,16,53.780063321197204,1.0,Y
IDCJAC0011,66062,1859,4,17,59.735182209451764,1.0,Y
IDCJAC0011,66062,1859,4,18,64.496182133736,1.0,Y
IDCJAC0011,66062,1859,4,19,53.87591209885418,1.0,Y
IDCJAC0011,66062,1859,4,20,64.1785475076765,1.0,Y
IDCJAC0011,66062,1859,4,21,66.71443435210587,1.0,Y
IDCJAC0011,66062,1859,4,22,60.48003534955949,1.0,Y
IDCJAC0011,66062,1859,4,23,64.56848350711752,1.0,Y
IDCJAC0011,66062,1859,4,24,60.70127241462965,1.0,Y
IDCJAC0011,66062,1859,4,25,62.856907204632634,1.0,Y
IDCJAC0011,66062,1859,4,26,67.46790142877585,1.0,Y
IDCJAC0011,66062,1859,4,27,52.2301202487772,1.0,Y
IDCJAC0011,66062,1859,4,28,56.173905535980914,1.0,Y
IDCJAC0011,66062,1859,4,29,66.25340718961677,1.0,Y
IDCJAC0011,66062,1859,4,30,67.17560295651947,1.0,Y
IDCJAC0011,66062,1859,5,1,52.96037031315766,1.0,Y
IDCJAC0011,66062,1859,5,2,67.81151798903691,1.0,Y
IDCJAC0011,66062,1859,5,3,47.13930291879967,1.0,Y
IDCJAC0011,66062,1859,5,4,63.12794759347539,1.0,Y
IDCJAC0011,66062,1859,5,5,61.09397142667502,1.0,Y
IDCJAC0011,66062,1859,5,6,56.33443678886825,1.0,Y
IDCJAC0011,66062,1859,5,7,56.64226938179629,1.0,Y
IDCJAC0011,66062,1859,5,8,56.8265814607871,1.0,Y
IDCJAC0011,66062,1859,5,9,58.979237896481585,1.0,Y
IDCJAC0011,66062,1859,5,10,69.93017687295814,1.0,Y
IDCJAC0011,66062,1859,5,11,64.11551818736937,1.0,Y
IDCJAC0011,66062,1859,5,12,67.17202065034618,1.0,Y
IDCJAC0011,66062,1859,5,13,58.38961422557635,1.0,Y
IDCJAC0011,66062,1859,5,14,61.15129462028582,1.0,Y
IDCJAC0011,66062,1859,5,15,54.64202681441581,1.0,Y
IDCJAC0011,66062,1859,5,16,58.60777639620649,1.0,Y
IDCJAC0011,66062,1859,5,17,57.23750211467733,1.0,Y
IDCJAC0011,66062,1859,5,18,62.44319612084104,1.0,Y
IDCJAC0011,66062,1859,5,19,56.46572805113754,1.0,Y
IDCJAC0011,66062,1859,5,20,55.81567534016272,1.0,Y
IDCJAC0011,66062,1859,5,21,61.98175459622575,1.0,Y
IDCJAC0011,66062,1859,5,22,59.732415165640894,1.0,Y
IDCJAC0011,66062,1859,5,23,56.49732970714955,1.0,Y
IDCJAC0011,66062,1859,5,24,55.766779344394244,1.0,Y
IDCJAC0011,66062,1859,5,25,56.49565112246009,1.0,Y
IDCJAC0011,66062,1859,5,26,64.07307263449349,1.0,Y
IDCJAC0011,66062,1859,5,27,62.087640711813,1.0,Y
IDCJAC0011,66062,1859,5,28,56.22411437411785,1.0,Y
IDCJAC0011,66062,1859,5,29,56.42304589531019,1.0,Y
IDCJAC0011,66062,1859,5,30,54.26333348981482,1.0,Y
IDCJAC0011,66062,1859,5,31,58.033708671778065,1.0,Y
IDCJAC0011,66062,1859,6,1,60.614771263744956,1.0,Y
IDCJAC0011,66062,1859,6,2,55.60529329493453,1.0,Y
IDCJAC0011,66062,1859,6,3,70.93656780043412,1.0,Y
IDCJAC0011,66062,1859,6,4,63.11891217523499,1.0,Y
IDCJAC0011,66062,1859,6,5,59.83912228398997,1.0,Y
IDCJAC0011,66062,1859,6,6,60.425363124914796,1.0,Y
IDCJAC0011,66062,1859,6,7,53.04297711224972,1.0,Y
IDCJAC0011,66062,1859,6,8,54.00486120814332,1.0,Y
IDCJAC0011,66062,1859,6,9,66.61446057209918,1.0,Y
IDCJAC0011,66062,1859,6,10,68.17549414662079,1.0,Y
IDCJAC0011,66062,1859,6,11,48.92304285089951,1.0,Y
IDCJAC0011,66062,1859,6,12,62.35192081046579,1.0,Y
IDCJAC0011,66062,1859,6,13,66.90819251356294,1.0,Y
IDCJAC0011,66062,1859,6,14,58.29128949970948,1.0,Y
IDCJAC0011,66062,1859,6,15,67.59671765349411,1.0,Y
IDCJAC0011,66062,1859,6,16,63.836737847801665,1.0,Y
IDCJAC0011,66062,1859,6,17,62.254550997358116,1.0,Y
IDCJAC0011,66062,1859,6,18,58.77670984648263,1.0,Y
IDCJAC0011,66062,1859,6,19,60.46054961341083,1.0,Y
IDCJAC0011,66062,1859,6,20,57.76293001496974,1.0,Y
IDCJAC0011,66062,1859,6,21,61.482285815880324,1.0,Y
IDCJAC0011,66062,1859,6,22,61.26401966889379,1.0,Y
IDCJAC0011,66062,1859,6,23,57.82856178947585,1.0,Y
IDCJAC0011,66062,1859,6,24,50.26482817964778,1.0,Y
IDCJAC0011,66062,1859,6,25,59.025059518198375,1.0,Y
IDCJAC0011,66062,1859,6,26,54.91063371740337,1.0,Y
IDCJAC0011,66062,1859,6,27,54.395638659586645,1.0,Y
IDCJAC0011,66062,1859,6,28,56.550009287032545,1.0,Y
IDCJAC0011,66062,1859,6,29,64.13441188953418,1.0,Y
IDCJAC0011,66062,1859,6,30,54.444343824981715,1.0,Y
IDCJAC0011,66062,1859,7,1,55.56293891932798,1.0,Y
IDCJAC0011,66062,1859,7,2,63.53386899300865,1.0,Y
IDCJAC0011,66062,1859,7,3,56.17176654923872,1.0,Y
IDCJAC0011,66062,1859,7,4,54.3639999776152,1.0,Y
IDCJAC0011,66062,1859,7,5,64.04418214776815,1.0,Y
IDCJAC0011,66062,1859,7,6,59.35267239421636,1.0,Y
IDCJAC0011,66062,1859,7,7,60.32669963856907,1.0,Y
IDCJAC0011,66062,1859,7,8,58.88066104514419,1.0,Y
IDCJAC0011,66062,1859,7,9,62.11654305322801,1.0,Y
IDCJAC0011,66062,1859,7,10,63.42736480742021,1.0,Y
IDCJAC0011,66062,1859,7,11,59.385067127934626,1.0,Y
IDCJAC0011,66062,1859,7,12,52.509267936292176,1.0,Y
IDCJAC0011,66062,1859,7,13,61.48740689766835,1.0,Y
IDCJAC0011,66062,1859,7,14,58.299968765482596,1.0,Y
IDCJAC0011,66062,1859,7,15,64.28642388519229,1.0,Y
IDCJAC0011,66062,1859,7,16,55.521945644371336,1.0,Y
IDCJAC0011,66062,1859,7,17,58.42802672329588,1.0,Y
IDCJAC0011,66062,1859,7,18,52.590665746084284,1.0,Y
IDCJAC0011,66062,1859,7,19,63.91577770204088,1.0,Y
IDCJAC0011,66062,1859,7,20,66.12674896046691,1.0,Y
IDCJAC0011,66062,1859,7,21,57.560011221076756,1.0,Y
IDCJAC0011,66062,1859,7,22,59.02959093181558,1.0,Y
IDCJAC0011,66062,1859,7,23,55.95160427383263,1.0,Y
IDCJAC0011,66062,1859,7,24,56.43372851662611,1.0,Y
IDCJAC0011,66062,1859,7,25,63.467803535661886,1.0,Y
IDCJAC0011,66062,1859,7,26,57.47924183398889,1.0,Y
IDCJAC0011,66062,1859,7,27,62.37574968933384,1.0,Y
IDCJAC0011,66062,1859,7,28,59.923849798276876,1.0,Y
IDCJAC0011,66062,1859,7,29,63.752811595961944,1.0,Y
IDCJAC0011,66062,1859,7,30,58.03800817667367,1.0,Y
IDCJAC0011,66062,1859,7,31,65.4265479059125,1.0,Y
IDCJAC0011,66062,1859,8,1,69.3772533840299,1.0,Y
IDCJAC0011,66062,1859,8,2,51.49825089322869,1.0,Y
IDCJAC0011,66062,1859,8,3,59.53915334844565,1.0,Y
IDCJAC0011,66062,1859,8,4,59.53608931448501,1.0,Y
IDCJAC0011,66062,1859,8,5,56.421435265018516,1.0,Y
IDCJAC0011,66062,1859,8,6,62.03753877073511,1.0,Y
IDCJAC0011,66062,1859,8,7,65.60298615709492,1.0,Y
IDCJAC0011,66062,1859,8,8,50.129903658759304,1.0,Y
IDCJAC0011,66062,1859,8,9,49.75157882480808,1.0,Y
IDCJAC0011,66062,1859,8,10,68.28714279539545,1.0,Y
IDCJAC0011,66062,1859,8,11,58.801984562257225,1.0,Y
IDCJAC0011,66062,1859,8,12,60.447285736961526,1.0,Y
IDCJAC0011,66062,1859,8,13,54.657646223330595,1.0,Y
IDCJAC0011,66062,1859,8,14,60.22165880190641,1.0,Y
IDCJAC0011,66062,1859,8,15,66.84437719770213,1.0,Y
IDCJAC0011,66062,1859,8,16,62.482121755242225,1.0,Y
IDCJAC0011,66062,1859,8,17,60.96372182835897,1.0,Y
IDCJAC0011,66062,1859,8,18,51.1500102851976,1.0,Y
IDCJAC0011,66062,1859,8,19,63.713462222332666,1.0,Y
IDCJAC0011,66062,1859,8,20,60.04793442388283,1.0,Y
IDCJAC0011,66062,1859,8,21,56.96001724904158,1.0,Y
IDCJAC0011,66062,1859,8,22,63.21254253011231,1.0,Y
IDCJAC0011,66062,1859,8,23,55.76072066561212,1.0,Y
IDCJAC0011,66062,1859,8,24,62.80386637505432,1.0,Y
IDCJAC0011,66062,1859,8,25,66.08442936916128,1.0,Y
IDCJAC0011,66062,1859,8,26,60.77107229034082,1.0,Y
IDCJAC0011,66062,1859,8,27,57.88002702792375,1.0,Y
IDCJAC0011,66062,1859,8,28,57.139242642725115,1.0,Y
IDCJAC0011,66062,1859,8,29,61.9134267186888,1.0,Y
IDCJAC0011,66062,1859,8,30,57.839857203786806,1.0,Y
IDCJAC0011,66062,1859,8,31,71.83244951420293,1.0,Y
IDCJAC0011,66062,1859,9,1,52.924418656817096,1.0,Y
IDCJAC0011,66062,1859,9,2,59.3511893320755,1.0,Y
IDCJAC0011,66062,1859,9,3,61.36285689719319,1.0,Y
IDCJAC0011,66062,1859,9,4,60.767586575584595,1.0,Y
IDCJAC0011,66062,1859,9,5,57.196233035018736,1.0,Y
IDCJAC0011,66062,1859,9,6,66.16131271273593,1.0,Y
IDCJAC0011,66062,1859,9,7,63.33426450321504,1.0,Y
IDCJAC0011,66062,1859,9,8,63.698934565085096,1.0,Y
IDCJAC0011,66062,1859,9,9,56.6603713181089,1.0,Y
IDCJAC0011,66062,1859,9,10,57.986312822451495,1.0,Y
IDCJAC0011,66062,1859,9,11,62.44124759769495,1.0,Y
IDCJAC0011,66062,1859,9,12,54.49747296595927,1.0,Y
IDCJAC0011,66062,1859,9,13,63.32783000868295,1.0,Y
IDCJAC0011,66062,1859,9,14,59.49524752427895,1.0,Y
IDCJAC0011,66062,1859,9,15,65.32297806759387,1.0,Y
IDCJAC0011,66062,1859,9,16,57.861902178359955,1.0,Y
IDCJAC0011,66062,1859,9,17,69.07088695163633,1.0,Y
IDCJAC0011,66062,1859,9,18,62.05251526584262,1.0,Y
IDCJAC0011,66062,1859,9,19,62.602159949382475,1.0,Y
IDCJAC0011,66062,1859,9,20,56.537143453540466,1.0,Y
IDCJAC0011,66062,1859,9,21,61.266701547625125,1.0,Y
IDCJAC0011,66062,1859,9,22,57.25383433976093,1.0,Y
IDCJAC0011,66062,1859,9,23,52.29824984090484,1.0,Y
IDCJAC0011,66062,1859,9,24,59.02172960784135,1.0,Y
IDCJAC0011,66062,1859,9,25,65.81408660056277,1.0,Y
IDCJAC0011,66062,1859,9,26,59.67939850691494,1.0,Y
IDCJAC0011,66062,1859,9,27,58.52927601431783,1.0,Y
IDCJAC0011,66062,1859,9,28,58.462913464169475,1.0,Y
IDCJAC0011,66062,1859,9,29,71.20791473941934,1.0,Y
IDCJAC0011,66062,1859,9,30,63.04211088084872,1.0,Y
IDCJAC0011,66062,1859,10,1,52.049970291251455,1.0,Y
IDCJAC0011,66062,1859,10,2,57.2842719120433,1.0,Y
IDCJAC0011,66062,1859,10,3,57.99591379099655,1.0,Y
IDCJAC0011,66062,1859,10,4,56.393964662359785,1.0,Y
IDCJAC0011,66062,1859,10,5,60.321783247199505,1.0,Y
IDCJAC0011,66062,1859,10,6,57.130529023854095,1.0,Y
IDCJAC0011,66062,1859,10,7,57.43623211017708,1.0,Y
IDCJAC0011,66062,1859,10,8,60.767593618128636,1.0,Y
IDCJAC0011,66062,1859,10,9,52.296389061469526,1.0,Y
IDCJAC0011,66062,1859,10,10,49.244644253402164,1.0,Y
IDCJAC0011,66062,1859,10,11,66.21410948866189,1.0,Y
IDCJAC0011,66062,1859,10,12,64.18614350471607,1.0,Y
IDCJAC0011,66062,1859,10,13,61.84446144130721,1.0,Y
IDCJAC0011,66062,1859,10,14,61.523341773253755,1.0,Y
IDCJAC0011,66062,1859,10,15,59.053737159720015,1.0,Y
IDCJAC0011,66062,1859,10,16,75.07983110124216,1.0,Y
IDCJAC0011,66062,1859,10,17,60.964772345137014,1.0,Y
IDCJAC0011,66062,1859,10,18,73.04048223947768,1.0,Y
IDCJAC0011,66062,1859,10,19,70.3140366069489,1.0,Y
IDCJAC0011,66062,1859,10,20,62.30825270029822,1.0,Y
IDCJAC0011,66062,1859,10,21,58.95005562421755,1.0,Y
IDCJAC0011,66062,1859,10,22,60.080057221193336,1.0,Y
IDCJAC0011,66062,1859,10,23,57.99586445831463,1.0,Y
IDCJAC0011,66062,1859,10,24,62.30500961248949,1.0,Y
IDCJAC0011,66062,1859,10,25,63.36897407281301,1.0,Y
IDCJAC0011,66062,1859,10,26,53.87905494537229,1.0,Y
IDCJAC0011,66062,1859,10,27,73.07233158082484,1.0,Y
IDCJAC0011,66062,1859,10,28,56.09508737443695,1.0,Y
IDCJAC0011,66062,1859,10,29,46.56839956808003,1.0,Y
IDCJAC0011,66062,1859,10,30,59.591011114596434,1.0,Y
IDCJAC0011,66062,1859,10,31,54.2577964407436,1.0,Y
IDCJAC0011,66062,1859,11,1,59.73285954102618,1.0,Y
IDCJAC0011,66062,1859,11,2,60.354625681904196,1.0,Y
IDCJAC0011,66062,1859,11,3,62.22640740759242,1.0,Y
IDCJAC0011,66062,1859,11,4,65.02927472908219,1.0,Y
IDCJAC0011,66062,1859,11,5,54.962626343894435,1.0,Y
IDCJAC0011,66062,1859,11,6,58.183320349667135,1.0,Y
IDCJAC0011,66062,1859,11,7,63.392733684482636,1.0,Y
IDCJAC0011,66062,1859,11,8,56.71293373566842,1.0,Y
IDCJAC0011,66062,1859,11,9,50.61302019267984,1.0,Y
IDCJAC0011,66062,1859,11,10,63.096968046460304,1.0,Y
IDCJAC0011,66062,1859,11,11,57.17373339792289,1.0,Y
IDCJAC0011,66062,1859,11,12,56.840937736071936,1.0,Y
IDCJAC0011,66062,1859,11,13,60.60032974106463,1.0,Y
IDCJAC0011,66062,1859,11,14,60.02069141846849,1.0,Y
IDCJAC0011,66062,1859,11,15,64.98609807124882,1.0,Y
IDCJAC0011,66062,1859,11,16,53.754724295643584,1.0,Y
IDCJAC0011,66062,1859,11,17,71.31076719295416,1.0,Y
IDCJAC0011,66062,1859,11,18,52.929295124160234,1.0,Y
IDCJAC0011,66062,1859,11,19,58.06125427447442,1.0,Y
IDCJAC0011,66062,1859,11,20,55.657381537559154,1.0,Y
IDCJAC0011,66062,1859,11,21,60.27770121741744,1.0,Y
IDCJAC0011,66062,1859,11,22,60.09387062634324,1.0,Y
IDCJAC0011,66062,1859,11,23,60.831835473795856,1.0,Y
IDCJAC0011,66062,1859,11,24,61.30665042495282,1.0,Y
IDCJAC0011,66062,1859,11,25,66.53198470528903,1.0,Y
IDCJAC0011,66062,1859,11,26,60.7832080432494,1.0,Y
IDCJAC0011,66062,1859,11,27,66.9418014562534,1.0,Y
IDCJAC0011,66062,1859,11,28,51.24801423335411,1.0,Y
IDCJAC0011,66062,1859,11,29,49.07830198376474,1.0,Y
IDCJAC0011,66062,1859,11,30,60.63517757607228,1.0,Y
IDCJAC0011,66062,1859,12,1,61.63498058794951,1.0,Y
IDCJAC0011,66062,1859,12,2,57.33070733978435,1.0,Y
IDCJAC0011,66062,1859,12,3,59.949312636724464,1.0,Y
IDCJAC0011,66062,1859,12,4,65.37664555612542,1.0,Y
IDCJAC0011,66062,1859,12,5,63.35173288653245,1.0,Y
IDCJAC0011,66062,1859,12,6,58.35017778897217,1.0,Y
IDCJAC0011,66062,1859,12,7,60.98934789863006,1.0,Y
IDCJAC0011,66062,1859,12,8,63.79441947571166,1.0,Y
IDCJAC0011,66062,1859,12,9,53.85226102469107,1.0,Y
IDCJAC0011,66062,1859,12,10,55.975080618980314,1.0,Y
IDCJAC0011,66062,1859,12,11,64.6167714148868,1.0,Y
IDCJAC0011,66062,1859,12,12,51.35167332239657,1.0,Y
IDCJAC0011,66062,1859,12,13,54.548264013051515,1.0,Y
IDCJAC0011,66062,1859,12,14,53.93316775053817,1.0,Y
IDCJAC0011,66062,1859,12,15,64.58918896730162,1.0,Y
IDCJAC0011,66062,1859,12,16,54.57582082151599,1.0,Y
IDCJAC0011,66062,1859,12,17,63.959464160832525,1.0,Y
IDCJAC0011,66062,1859,12,18,58.23340536767202,1.0,Y
IDCJAC0011,66062,1859,12,19,68.89352741997017,1.0,Y
IDCJAC0011,66062,1859,12,20,60.64163143644038,1.0,Y
IDCJAC0011,66062,1859,12,21,65.33470855557658,1.0,Y
IDCJAC0011,66062,1859,12,22,62.301795139417024,1.0,Y
IDCJAC0011,66062,1859,12,23,57.74584151968496,1.0,Y
IDCJAC0011,66062,1859,12,24,59.93727503298342,1.0,Y
IDCJAC0011,66062,1859,12,25,60.04189166754391,1.0,Y
IDCJAC0011,66062,1859,12,26,57.69075037659807,1.0,Y
IDCJAC0011,66062,1859,12,27,64.43953914507573,1.0,Y
IDCJAC0011,66062,1859,12,28,72.5530328081696,1.0,Y
IDCJAC0011,66062,1859,12,29,60.57926556777389,1.0,Y
IDCJAC0011,66062,1859,12,30,63.58305601728738,1.0,Y
IDCJAC0011,66062,1859,12,31,62.64401745365716,1.0,Y
IDCJAC0011,66062,1860,1,1,46.94972817898745,1.0,Y
IDCJAC0011,66062,1860,1,2,62.457838307595814,1.0,Y
IDCJAC0011,66062,1860,1,3,62.207610376874776,1.0,Y
IDCJAC0011,66062,1860,1,4,53.75706986511182,1.0,Y
IDCJAC0011,66062,1860,1,5,51.05745370899238,1.0,Y
IDCJAC0011,66062,1860,1,6,62.135743481927136,1.0,Y
IDCJAC0011,66062,1860,1,7,68.22643171660573,1.0,Y
IDCJAC0011,66062,1860,1,8,58.153342354135034,1.0,Y
IDCJAC0011,66062,1860,1,9,58.341673903738545,1.0,Y
IDCJAC0011,66062,1860,1,10,71.54154787216987,1.0,Y
IDCJAC0011,66062,1860,1,11,64.47994440248756,1.0,Y
IDCJAC0011,66062,1860,1,12,53.928670063339965,1.0,Y
IDCJAC0011,66062,1860,1,13,56.43497831935768,1.0,Y
IDCJAC0011,66062,1860,1,14,70.8963905521998,1.0,Y
IDCJAC0011,66062,1860,1,15,56.684840504325784,1.0,Y
IDCJAC0011,66062,1860,1,16,57.33383010216519,1.0,Y
IDCJAC0011,66062,1860,1,17,63.353183427007146,1.0,Y
IDCJAC0011,66062,1860,1,18,58.682399394049426,1.0,Y
IDCJAC0011,66062,1860,1,19,62.217128274590436,1.0,Y
IDCJAC0011,66062,1860,1,20,61.43938280387028,1.0,Y
IDCJAC0011,66062,1860,1,21,59.2742933693457,1.0,Y
IDCJAC0011,66062,1860,1,22,66.04673798964224,1.0,Y
IDCJAC0011,66062,1860,1,23,53.623605666791306,1.0,Y
IDCJAC0011,66062,1860,1,24,60.58748525561383,1.0,Y
IDCJAC0011,66062,1860,1,25,57.0988199089401,1.0,Y
IDCJAC0011,66062,1860,1,26,68.20986882654742,1.0,Y
IDCJAC0011,66062,1860,1,27,59.12772856754042,1.0,Y
IDCJAC0011,66062,1860,1,28,69.61299844422982,1.0,Y
IDCJAC0011,66062,1860,1,29,57.89124684658082,1.0,Y
IDCJAC0011,66062,1860,1,30,60.54571808565403,1.0,Y
IDCJAC0011,66062,1860,1,31,65.44052401400164,1.0,Y
IDCJAC0011,66062,1860,2,1,55.222168519155446,1.0,Y
IDCJAC0011,66062,1860,2,2,67.54549499001864,1.0,Y
IDCJAC0011,66062,1860,2,3,60.13058502756471,1.0,Y
IDCJAC0011,66062,1860,2,4,62.05780413894337,1.0,Y
IDCJAC0011,66062,1860,2,5,62.73010258990752,1.0,Y
IDCJAC0011,66062,1860,2,6,59.61972550464439,1.0,Y
IDCJAC0011,66062,1860,2,7,55.95100942291558,1.0,Y
IDCJAC0011,66062,1860,2,8,60.4711577369016,1.0,Y
IDCJAC0011,66062,1860,2,9,49.9434839492338,1.0,Y
IDCJAC0011,66062,1860,2,10,53.446599278971355,1.0,Y
IDCJAC0011,66062,1860,2,11,59.29948645719745,1.0,Y
IDCJAC0011,66062,1860,2,12,67.7367605235222,1.0,Y
IDCJAC0011,66062,1860,2,13,67.58537978741042,1.0,Y
